00:00:00.000000 ; TestPlan       ; Information ; Starting TestPlan 'Untitled' on 06/14/2024 11:45:11, 147 of 399 TestSteps enabled.
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ RFT 5G NR T-0A.LTE UL Scheduler Configuration" PostPlanRun completed. [3.60 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ RFT 5G NR T-0A.LTE DL Scheduler Configuration \ E7515B-5G-NR.LTE.DL RB Setup - CELL1" PostPlanRun completed. [14.2 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ RFT 5G NR T-0A.LTE DL Scheduler Configuration" PostPlanRun completed. [5.80 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.Configure LTE UL Used Ports" PostPlanRun completed. [16.2 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.Config EPS Default Bearer" PostPlanRun completed. [14.2 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.MAC Padding" PostPlanRun completed. [12.2 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.Identities Settings" PostPlanRun completed. [13.9 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.RRC NAS Security" PostPlanRun completed. [13.3 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.PUSCH Power Control" PostPlanRun completed. [12.5 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.Expected Power Control" PostPlanRun completed. [13.3 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.Frequency Setup" PostPlanRun completed. [12.5 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.Cell Power" PostPlanRun completed. [13.1 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.Transmission Setup" PostPlanRun completed. [12.4 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1 \ E7515B-5G-NR.LTE.Cell General Configuration" PostPlanRun completed. [12.7 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1 \ E7515B-5G-NR.LTE.Basic Cell Config - CELL1" PostPlanRun completed. [11.9 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Cells configuration \ LTE CELL1 configuration \ RFT 5G NR T-0A.LTE Cell Configuration - CELL1" PostPlanRun completed. [6.10 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Start Test Point Actions \ Configure Temperature & Humidity" PostPlanRun completed. [6.60 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Start Test Actions \ TestApp initial configuration" PostPlanRun completed. [5.30 us]
00:03:57.597553 ; TestPlan       ; Debug       ; "6.2B.1.3 \ Start Test Actions \ E7515B-5G-NR.BSE Mode Selection" PostPlanRun completed. [6.50 us]
00:03:57.598552 ; Summary        ; Information ; ------------------ Summary of run started 06/14/2024 11:45:11 ----------------- 
00:03:57.598552 ; Summary        ; Information ;  6.2B.1.3                                                       225 s  Fail   
00:03:57.598552 ; Summary        ; Information ;    Start Test Actions                                          33.7 s  Pass   
00:03:57.598552 ; Summary        ; Information ;      E7515B-5G-NR.BSE Mode Selection                           2.00 ms         
00:03:57.598552 ; Summary        ; Information ;      SCPI_Sequence`1 -Update Test App preferences                23.8 us  Pass   
00:03:57.598552 ; Summary        ; Information ;      TestApp initial configuration                             32.7 s         
00:03:57.598552 ; Summary        ; Information ;      Disable 'Enable Logging' in RUI Log                        656 us         
00:03:57.598552 ; Summary        ; Information ;      Power On Power Supply                                     1.00 s         
00:03:57.598552 ; Summary        ; Information ;    Start Test Point Actions                                     151 us  Pass   
00:03:57.598552 ; Summary        ; Information ;      Configure Temperature & Humidity                          24.2 us  Pass   
00:03:57.598552 ; Summary        ; Information ;    Cells configuration                                         4.33 s         
00:03:57.598552 ; Summary        ; Information ;      LTE CELL1 configuration                                    341 ms  Pass   
00:03:57.598552 ; Summary        ; Information ;        RFT 5G NR T-0A.LTE Cell Configuration - CELL1               337 ms  Pass   
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.LTE.Basic Cell Config - CELL1             167 ms  Pass   
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.Cell General Configuration          5.04 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.Transmission Setup                 5.26 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.Cell Power                         2.42 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.Frequency Setup                    61.8 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.Expected Power Control             3.31 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.PUSCH Power Control                6.50 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.RRC NAS Security                   12.2 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.Identities Settings                9.01 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.MAC Padding                        2.90 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.Config EPS Default Bearer          55.0 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.Configure LTE UL Used Ports          2.08 ms  Pass   
00:03:57.598552 ; Summary        ; Information ;          RFT 5G NR T-0A.LTE DL Scheduler Configuration             100 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.DL RB Setup - CELL1                 100 ms         
00:03:57.598552 ; Summary        ; Information ;          RFT 5G NR T-0A.LTE UL Scheduler Configuration            67.4 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.LTE.UL RB Setup - CELL1                67.0 ms         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.LTE.UE Power Control                     1.17 ms         
00:03:57.598552 ; Summary        ; Information ;        RFT 5G NR T-0A.LTE Impairments Configuration - CELL1              3.47 ms         
00:03:57.598552 ; Summary        ; Information ;          OCNG                                                  2.08 ms         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.Apply Configured Changes                 1.09 ms         
00:03:57.598552 ; Summary        ; Information ;      Load Seed                                                  799 ms         
00:03:57.598552 ; Summary        ; Information ;      NR CELL1 configuration                                    3.18 s  Pass   
00:03:57.598552 ; Summary        ; Information ;        Set NR Mode to SA - SCPI Sequence                       26.5 us         
00:03:57.598552 ; Summary        ; Information ;        SA Message Action - SCPI Sequence                       10.6 us         
00:03:57.598552 ; Summary        ; Information ;        SA Message Procedure - SCPI Sequence                    4.09 us         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.UE Power Control                            153 ms         
00:03:57.598552 ; Summary        ; Information ;        RFT 5G NR T-0A.NR Cell Configuration - CELL1              2.52 s         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.Basic Cell Config - CELL1                1.63 s         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.Frequency Setup                         250 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.Power setup                            24.7 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.Cell Config                            24.4 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.Antenna Port Configuration             57.5 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.Phase Compensation                     2.69 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.SSB Beam Configuration                 39.5 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.SSB Configuration                      69.5 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.HARQ                                   16.1 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.PRACH Config                           21.2 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.PDCCH Config                           74.0 ms         
00:03:57.598552 ; Summary        ; Information ;              E7515B-5G-NR.PDCCH Coresets                       26.4 ms         
00:03:57.598552 ; Summary        ; Information ;                Common Coreset                                  26.2 ms         
00:03:57.598552 ; Summary        ; Information ;              E7515B-5G-NR.PDCCH Common Search Space            23.9 ms         
00:03:57.598552 ; Summary        ; Information ;                CSS 1                                           23.7 ms         
00:03:57.598552 ; Summary        ; Information ;              E7515B-5G-NR.PDCCH UE Specific Search Space        23.2 ms         
00:03:57.598552 ; Summary        ; Information ;                UESS 1                                          20.7 ms         
00:03:57.598552 ; Summary        ; Information ;                UESS 2                                          2.13 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.PDSCH Config                           34.6 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.PDSCH DMRS Config                      37.3 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.PUSCH Config                           66.9 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.PUSCH DMRS Config                      36.0 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.Schedule                               25.2 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.PUCCH Config                            723 ms         
00:03:57.598552 ; Summary        ; Information ;              E7515B-5G-NR.PUCCH Common Configuration           91.4 ms         
00:03:57.598552 ; Summary        ; Information ;              E7515B-5G-NR.PUCCH Resources Configuration         518 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.SRS Config                             96.9 ms         
00:03:57.598552 ; Summary        ; Information ;            E7515B-5G-NR.RACH                                   20.1 ms         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.PUSCH TDRA                               27.0 ms         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.PDSCH TDRA                               35.1 ms         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.TDD UL-DL Config                          750 ms         
00:03:57.598552 ; Summary        ; Information ;          DL Slot Config - CELL1 FC0 SC0                        39.1 ms         
00:03:57.598552 ; Summary        ; Information ;          UL Slot Config - CELL1 FC0 SC0                        36.5 ms         
00:03:57.598552 ; Summary        ; Information ;        SCPI_Sequence`1                                         2.09 ms  Pass   
00:03:57.598552 ; Summary        ; Information ;        SCPI_Sequence`1                                         3.93 ms  Pass   
00:03:57.598552 ; Summary        ; Information ;        SCPI_Sequence`1                                         8.75 ms  Pass   
00:03:57.598552 ; Summary        ; Information ;        RFT 5G NR T-0A.NR Impairments Configuration - CELL1              2.82 ms         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.Apply Configured Changes                 2.64 ms         
00:03:57.598552 ; Summary        ; Information ;        RFT 5G NR T-0A.TestAppXappsPreamble                      493 ms         
00:03:57.598552 ; Summary        ; Information ;      E7515B-5G-NR.System Error                                  474 us         
00:03:57.598552 ; Summary        ; Information ;      E7515B-5G-NR.LTE.Ignore LTE Procedures                    3.17 ms         
00:03:57.598552 ; Summary        ; Information ;    NSA Attach Procedure                                        13.5 s  Pass   
00:03:57.598552 ; Summary        ; Information ;      ---- Set UE State -----                                   21.9 us         
00:03:57.598552 ; Summary        ; Information ;      RFT 5G NR T-0A.NR Set UE State                            13.5 s  Pass   
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.LTE.Attach - CELL1                         7.85 s         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.LTE.Attach - CELL1                          842 us         
00:03:57.598552 ; Summary        ; Information ;        Delay                                                    100 ms         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.Activate Cells                             1.25 s         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.NR Wait BSE State - CELL1 - ON              2.11 ms         
00:03:57.598552 ; Summary        ; Information ;        Delay                                                   2.00 s         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.LTE.NR Cell Reconfiguration with SgNB Addition              1.46 s         
00:03:57.598552 ; Summary        ; Information ;        Delay                                                    100 ms         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.NR Wait BSE State - CELL1 - CONNected              3.12 ms         
00:03:57.598552 ; Summary        ; Information ;    Configure Meas Conditions                                   2.97 s         
00:03:57.598552 ; Summary        ; Information ;      E7515B-5G-NR.LTE.Ignore LTE Procedures                    5.36 ms         
00:03:57.598552 ; Summary        ; Information ;      RFT 5G NR T-0A.LTE Set Measurement Conditions CELL1                1.94 s         
00:03:57.598552 ; Summary        ; Information ;        RFT 5G NR T-0A.LTE DL Scheduler Configuration               562 ms         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.LTE.DL RB Setup - CELL1                   562 ms         
00:03:57.598552 ; Summary        ; Information ;        RFT 5G NR T-0A.LTE UL Scheduler Configuration               487 ms         
00:03:57.598552 ; Summary        ; Information ;          E7515B-5G-NR.LTE.UL RB Setup - CELL1                   486 ms         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.LTE.MAC Padding                             686 ms         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.Apply Configured Changes                   40.9 ms         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.LTE.Expected Power Control                 6.97 ms         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.LTE.UE Power Control                       7.40 ms         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.LTE.Cell Power                             5.61 ms         
00:03:57.598552 ; Summary        ; Information ;        E7515B-5G-NR.Apply Configured Changes                    142 ms         
00:03:57.598552 ; Summary        ; Information ;      RFT 5G NR T-0A.LTE Impairments Configuration - CELL1                11.3 ms         
00:03:57.598552 ; Summary        ; Information ;        AWGN                                                    2.64 ms         
00:03:57.598870 ; Summary        ; Information ;        E7515B-5G-NR.Apply Configured Changes                   8.23 ms         
00:03:57.598870 ; Summary        ; Information ;      RFT 5G NR T-0A.NR Set Measurement Conditions CELL1                 998 ms         
00:03:57.598870 ; Summary        ; Information ;        RFT 5G NR T-0A.NR Scheduler Configuration                298 ms         
00:03:57.598870 ; Summary        ; Information ;          E7515B-5G-NR.Scheduling Map                            298 ms         
00:03:57.598870 ; Summary        ; Information ;            E7515B-5G-NR.Scheduling Map Common Config           8.37 ms         
00:03:57.598870 ; Summary        ; Information ;            E7515B-5G-NR.Frame Palette - FC0 - CELL1             272 ms         
00:03:57.598870 ; Summary        ; Information ;              E7515B-5G-NR.DL Slot Config - CELL1 FC0 SC0        76.2 ms         
00:03:57.598870 ; Summary        ; Information ;              E7515B-5G-NR.UL Slot Config - CELL1 FC0 SC0        52.9 ms         
00:03:57.598870 ; Summary        ; Information ;        E7515B-5G-NR.Apply Configured Changes                    348 ms         
00:03:57.598870 ; Summary        ; Information ;        E7515B-5G-NR.UE Power Control                           81.7 ms         
00:03:57.598870 ; Summary        ; Information ;        E7515B-5G-NR.Power setup                                27.9 ms         
00:03:57.598870 ; Summary        ; Information ;        E7515B-5G-NR.Apply Configured Changes                    241 ms         
00:03:57.598870 ; Summary        ; Information ;      RFT 5G NR T-0A.NR Impairments Configuration - CELL1                11.9 ms         
00:03:57.598870 ; Summary        ; Information ;        AWGN                                                    3.00 ms         
